,Tweet,Username,Date,Hashtags,Likes,Retweets,Url,Doc,processed_text
1575918182698979328,So this will keep spinning over us until 7 pm…go away already.  ,Suz👻,2022-09-30 18:39:08,['HurricaneIan'],0,0,https://twitter.com/Suz/status/1575918182698979328,doc_1,"['keep', 'spin', 'us', '7', 'pmgo', 'away', 'alreadi']"
1575918151862304768,Our hearts go out to all those affected by . We wish everyone on the roads currently braving the conditions safe travels. 💙,Lytx,2022-09-30 18:39:01,['HurricaneIan'],0,0,https://twitter.com/Lytx/status/1575918151862304768,doc_2,"['heart', 'go', 'affect', 'wish', 'everyon', 'road', 'current', 'brave', 'condit', 'safe', 'travel']"
1575918140839673873,"Kissimmee neighborhood off of Michigan Ave. 
 ",Christopher Heath,2022-09-30 18:38:58,['HurricaneIan'],0,0,https://twitter.com/Christopher_Heath/status/1575918140839673873,doc_3,"['kissimme', 'neighborhood', 'michigan', 'ave']"
1575918135009738752,I have this one tree in my backyard that scares me more than the poltergeist tree when it’s storming and windy like this.  ,alex ✨,2022-09-30 18:38:57,"['scwx', 'HurricaneIan']",0,0,https://twitter.com/alex_/status/1575918135009738752,doc_4,"['one', 'tree', 'backyard', 'scare', 'poltergeist', 'tree', 'storm', 'windi', 'like']"
1575918119251419136,"         I pray for everyone affected by , but not those associated with WINKnews.  No sympathy for animal abusers, liars, and those that condone it.",Tess 💋,2022-09-30 18:38:53,['HurricaneIan'],0,0,https://twitter.com/Tess_/status/1575918119251419136,doc_5,"['pray', 'everyon', 'affect', 'associ', 'winknew', 'sympathi', 'anim', 'abus', 'liar', 'condon']"
1575918105854984192,"Ace Handyman Services hopes everyone was safe during the Hurricane. Any damages caused by the hurricane is our first priority! Call and schedule an appointment with one of our multi-skilled craftsmen today! 📞813-565-2022
   ",Ace Handyman Services Brandon,2022-09-30 18:38:50,"['HurricaneIan', 'AHS', 'BringingHelpfulToYourHome']",0,0,https://twitter.com/Ace_Handyman_Services_Brandon/status/1575918105854984192,doc_6,"['ace', 'handyman', 'servic', 'hope', 'everyon', 'safe', 'hurrican', 'damag', 'caus', 'hurrican', 'first', 'prioriti', 'call', 'schedul', 'appoint', 'one', 'multiskil', 'craftsmen', 'today', '8135652022']"
1575918095008681986,"Storm surge issues in Georgetown, SC  ",Erik Fox WX,2022-09-30 18:38:47,['HurricaneIan'],0,0,https://twitter.com/Erik_Fox_WX/status/1575918095008681986,doc_7,"['storm', 'surg', 'issu', 'georgetown', 'sc']"
1575918088473788429,"Our thoughts are with the students, teachers, parents, and communities, suffering in the wake of Hurricane Ian. 

      ",Close Up Washington,2022-09-30 18:38:46,"['CloseUpDC', 'HurricaneIan', 'Florida', 'Georgia', 'NorthCarolina', 'SouthCarolina']",0,0,https://twitter.com/Close_Up_Washington/status/1575918088473788429,doc_8,"['thought', 'student', 'teacher', 'parent', 'commun', 'suffer', 'wake', 'hurrican', 'ian']"
1575918083075555329, braces for  to make landfall within HOURS  via ,Mamazita,2022-09-30 18:38:44,"['SouthCarolina', 'HurricaneIan']",0,0,https://twitter.com/Mamazita/status/1575918083075555329,doc_9,"['brace', 'make', 'landfal', 'within', 'hour', 'via']"
1575918057037303808,"How pissed is GOD to send  to Florida and South Carolina!?

The  cult has angered GOD and are paying for their sins.

    ",Qanon is a Death Cult,2022-09-30 18:38:38,"['HurricaneIan', 'MAGA', 'Florida', 'SouthCarolina', 'MyrtleBeach']",0,0,https://twitter.com/Qanon_is_a_Death_Cult/status/1575918057037303808,doc_10,"['piss', 'god', 'send', 'florida', 'south', 'carolina', 'cult', 'anger', 'god', 'pay', 'sin']"
1575918052595552256,"Today's edition of The Smoke Eater is a photo essay on .

Also, there are animal bleps.

",Dominic Gwinn,2022-09-30 18:38:37,['HurricaneIan'],0,0,https://twitter.com/Dominic_Gwinn/status/1575918052595552256,doc_11,"['today', 'edit', 'smoke', 'eater', 'photo', 'essay', 'also', 'anim', 'blep']"
1575918038196666392," officially made landfall at 2:15 pm near Georgetown, SC.

Ian made landfall as a CAT 1 with sustained winds of 85 mph.

This is Ian's 3rd landfall.

 

 

 

 

 ",Meteorologist Vernon Turner,2022-09-30 18:38:34,['HurricaneIan'],0,0,https://twitter.com/Meteorologist_Vernon_Turner/status/1575918038196666392,doc_12,"['offici', 'made', 'landfal', '215', 'pm', 'near', 'georgetown', 'sc', 'ian', 'made', 'landfal', 'cat', '1', 'sustain', 'wind', '85', 'mph', 'ian', '3rd', 'landfal']"
1575918028717707265,"Together we have raised over $20,000 in less than 24 hours for  relief. 

Please stop by the  tailgate tomorrow to donate in person. My family &amp; team will be at Tent 2 on the Legacy Walk near Gate K! 

  ",Dillan R. Gibbons,2022-09-30 18:38:31,"['HurricaneIan', 'HurricaneRelief', 'NoleFam']",1,2,https://twitter.com/Dillan_R._Gibbons/status/1575918028717707265,doc_13,"['togeth', 'rais', '20000', 'less', '24', 'hour', 'relief', 'pleas', 'stop', 'tailgat', 'tomorrow', 'donat', 'person', 'famili', 'amp', 'team', 'tent', '2', 'legaci', 'walk', 'near', 'gate', 'k']"
1575918018991099904,"Best hopes go out to the  especially Mayor Tim Goodwin of  who joined 's ""Morning Rush"" today and talked to  &amp;  about the soon-to-arrive  and his town's preparation   ",Brian Donlon,2022-09-30 18:38:29,"['Carolinas', 'HurricaneIan']",0,0,https://twitter.com/Brian_Donlon/status/1575918018991099904,doc_14,"['best', 'hope', 'go', 'especi', 'mayor', 'tim', 'goodwin', 'join', 'morn', 'rush', 'today', 'talk', 'amp', 'soontoarr', 'town', 'prepar']"
1575918018235813888,"Our famous landmark, the Cherry Grove Pier (North Myrtle) just collapsed. Lots of memories surrounding this pier. 🥺 A couple of pics my husband took, and one now. RIP CG Pier. Also, It’s a pier. Can’t imagine poor folks who lost everything. It’s not done yet. 😥  ",Palmetto_Mae 🇺🇸🌴,2022-09-30 18:38:29,['HurricaneIan'],0,0,https://twitter.com/Palmetto_Mae_/status/1575918018235813888,doc_15,"['famou', 'landmark', 'cherri', 'grove', 'pier', 'north', 'myrtl', 'collaps', 'lot', 'memori', 'surround', 'pier', 'coupl', 'pic', 'husband', 'took', 'one', 'rip', 'cg', 'pier', 'also', 'pier', 'cant', 'imagin', 'poor', 'folk', 'lost', 'everyth', 'done', 'yet']"
1575918012221333504,The edges of  are now hitting our part of  Stay safe everyone. ,Neal Romriell,2022-09-30 18:38:27,"['HurricaneIan', 'SouthCarolina']",0,0,https://twitter.com/Neal_Romriell/status/1575918012221333504,doc_16,"['edg', 'hit', 'part', 'stay', 'safe', 'everyon']"
1575918004642402304,"National Oceanic And Atmospheric Administration - : The Latest Storm Forecasts, Maps, Imagery And More.


          
 ",Greg Cocks 🇺🇦,2022-09-30 18:38:26,"['Ian', 'GIS', 'spatial', 'mapping', 'remotsensing', 'Florida', 'imagery', 'HurricaneIan', 'Ian', 'Ian2022', 'ianaftermath', 'realtime']",0,0,https://twitter.com/Greg_Cocks_/status/1575918004642402304,doc_17,"['nation', 'ocean', 'atmospher', 'administr', 'latest', 'storm', 'forecast', 'map', 'imageri']"
1575917983062380545, Hurricane Ian has made landfall in .  The storm reformed into a hurricane over the Atlantic Ocean after leaving a devastating path in Florida.  Ian has just made landfall northeast of Charleston and is tracking towards to North Carolina. ,Eddie McCoven (he/him),2022-09-30 18:38:20,"['BREAKING', 'SoutCarolina', 'HurricaneIan']",0,0,https://twitter.com/Eddie_McCoven_(he/him)/status/1575917983062380545,doc_18,"['hurrican', 'ian', 'made', 'landfal', 'storm', 'reform', 'hurrican', 'atlant', 'ocean', 'leav', 'devast', 'path', 'florida', 'ian', 'made', 'landfal', 'northeast', 'charleston', 'track', 'toward', 'north', 'carolina']"
1575917982726860802,Not yall plotting to SCAM and steal funds from folks who legit lost their homes and businesses and entire livelihoods to  smfhhh,𝓡𝓪𝔂𝓿𝓮𝓷𝓷 𝓣𝓱𝓮 𝓖𝓸𝓭𝓭𝓮𝓼𝓼 RIP Mama💛🕊,2022-09-30 18:38:20,['HurricaneIan'],0,0,https://twitter.com/𝓡𝓪𝔂𝓿𝓮𝓷𝓷_𝓣𝓱𝓮_𝓖𝓸𝓭𝓭𝓮𝓼𝓼_RIP_Mama/status/1575917982726860802,doc_19,"['yall', 'plot', 'scam', 'steal', 'fund', 'folk', 'legit', 'lost', 'home', 'busi', 'entir', 'livelihood', 'smfhhh']"
1575917943426535424, is busy doing nothing to help those of us who have been affected by . Our internet has been out for 2 days with no sign or communication from   or  about it returning soon. Their website and apps are unhelpful as well.,Jo✨,2022-09-30 18:38:11,['HurricaneIan'],0,0,https://twitter.com/Jo/status/1575917943426535424,doc_20,"['busi', 'noth', 'help', 'us', 'affect', 'internet', '2', 'day', 'sign', 'commun', 'return', 'soon', 'websit', 'app', 'unhelp', 'well']"
1575917938502254602, is still a monster of a storm. Everyone in its path should take caution. ,Eric Jotkoff,2022-09-30 18:38:10,['HurricaneIan'],0,0,https://twitter.com/Eric_Jotkoff/status/1575917938502254602,doc_21,"['still', 'monster', 'storm', 'everyon', 'path', 'take', 'caution']"
1575917915882373137,"Important  information as the remnants of  make their way into . 

Stay safe everyone! ",VirginiaDMV,2022-09-30 18:38:04,"['vawx', 'HurricaneIan', 'Virginia']",0,0,https://twitter.com/VirginiaDMV/status/1575917915882373137,doc_22,"['import', 'inform', 'remnant', 'make', 'way', 'stay', 'safe', 'everyon']"
1575917865743663125,". just passed a new funding bill to provide help for  victims:

💵 Up to $18.8 billion in  Disaster Relief Fund authority to help Florida and Puerto Rico recover
💵 $2 billion for the Community Development Block Grant Disaster Recovery program ",Rep. Darren Soto,2022-09-30 18:37:52,['HurricaneIan'],2,3,https://twitter.com/Rep._Darren_Soto/status/1575917865743663125,doc_23,"['pass', 'new', 'fund', 'bill', 'provid', 'help', 'victim', '188', 'billion', 'disast', 'relief', 'fund', 'author', 'help', 'florida', 'puerto', 'rico', 'recov', '2', 'billion', 'commun', 'develop', 'block', 'grant', 'disast', 'recoveri', 'program']"
1575917833573179392,Just heard from my husband. He and his unit are in North Port assisting the Fire Department and rescuing people. They’ve made more than 60 rescues so far. Praying for the people of North Port along with the rest of SW Florida.     ,Kelly Bazzle,2022-09-30 18:37:45,"['HurricaneIan', 'Ian', 'Hurricane', 'Florida', 'NorthPort']",1,0,https://twitter.com/Kelly_Bazzle/status/1575917833573179392,doc_24,"['heard', 'husband', 'unit', 'north', 'port', 'assist', 'fire', 'depart', 'rescu', 'peopl', 'theyv', 'made', '60', 'rescu', 'far', 'pray', 'peopl', 'north', 'port', 'along', 'rest', 'sw', 'florida']"
1575917821560864782," makes  in , National Hurricane Center says  ",Ekanem Etim-Offiong,2022-09-30 18:37:42,"['HurricaneIan', 'landfall', 'SouthCarolina']",0,0,https://twitter.com/Ekanem_Etim-Offiong/status/1575917821560864782,doc_25,"['make', 'nation', 'hurrican', 'center', 'say']"
1575917776614871040,Sanibel Island Lighthouse... before and after         ,Kel The Goblin Queen 🌈 ✊🏾,2022-09-30 18:37:31,"['HurricaneIan', 'Hurricane', 'Florida', 'Ian', 'ianaftermath', 'sanibelisland', 'Trending', 'sanibellighthouse']",0,0,https://twitter.com/Kel_The_Goblin_Queen__/status/1575917776614871040,doc_26,"['sanibel', 'island', 'lighthous']"
1575917773376540672,"In the aftermath of a Disaster some just can’t resist taking advantage of the vulnerability. 

Disaster related scams can happen to anyone, awareness helps reduce the chances it’s you.

      ",Jennifer Yvonne 🌻,2022-09-30 18:37:30,"['HurricaneIan', 'PuertoRico', 'Florida', 'Georgia', 'SouthCarolina']",0,0,https://twitter.com/Jennifer_Yvonne_/status/1575917773376540672,doc_27,"['aftermath', 'disast', 'cant', 'resist', 'take', 'advantag', 'vulner', 'disast', 'relat', 'scam', 'happen', 'anyon', 'awar', 'help', 'reduc', 'chanc']"
1575917720499109910,"Ace Handyman Services hopes everyone was safe during the Hurricane. Any damages caused by the hurricane is our first priority! Call and schedule an appointment with one of our multi-skilled craftsmen today! 📞863-777-2343
   ",Ace Handyman Services Lakeland,2022-09-30 18:37:18,"['HurricaneIan', 'AHS', 'BringingHelpfulToYourHome']",0,0,https://twitter.com/Ace_Handyman_Services_Lakeland/status/1575917720499109910,doc_28,"['ace', 'handyman', 'servic', 'hope', 'everyon', 'safe', 'hurrican', 'damag', 'caus', 'hurrican', 'first', 'prioriti', 'call', 'schedul', 'appoint', 'one', 'multiskil', 'craftsmen', 'today', '8637772343']"
1575917719416979466,"Clean, safe water is essential before, during and after a storm. The regional water supply system continues to operate with a few facilities on generator power. The regional system is ready to meet water needs as  residents return home and demands increase.  ",Tampa Bay Water,2022-09-30 18:37:18,"['TampaBay', 'HurricaneIan']",0,0,https://twitter.com/Tampa_Bay_Water/status/1575917719416979466,doc_29,"['clean', 'safe', 'water', 'essenti', 'storm', 'region', 'water', 'suppli', 'system', 'continu', 'oper', 'facil', 'gener', 'power', 'region', 'system', 'readi', 'meet', 'water', 'need', 'resid', 'return', 'home', 'demand', 'increas']"
1575917717600681984," Ian makes 3rd landfall S of Georgetown, South Carolina as Cat. 1 hurricane; widespread damage, especially on shoreline, as storm surge floods region. Sections of Pawleys Island Pier &amp; Cherry Grove Pier collapsed.
  
WPDE:  ",🍂🌻Darwin🌻🍂,2022-09-30 18:37:17,"['HurricaneIan', 'wxtwitter', 'scwx']",1,1,https://twitter.com/Darwin/status/1575917717600681984,doc_30,"['ian', 'make', '3rd', 'landfal', 'georgetown', 'south', 'carolina', 'cat', '1', 'hurrican', 'widespread', 'damag', 'especi', 'shorelin', 'storm', 'surg', 'flood', 'region', 'section', 'pawley', 'island', 'pier', 'amp', 'cherri', 'grove', 'pier', 'collaps', 'wpde']"
1575917715378044928,Flooding in Riverside. Water impacts from  aren’t quite over yet for Jacksonville.  ,Jake Stofan,2022-09-30 18:37:17,['HurricaneIan'],0,0,https://twitter.com/Jake_Stofan/status/1575917715378044928,doc_31,"['flood', 'riversid', 'water', 'impact', 'arent', 'quit', 'yet', 'jacksonvil']"
1575917699691167760,"A strong gust of wind from tropical storm Ian blew the roof off a motel in Daytona Beach Shores, Florida.  ",Storyful,2022-09-30 18:37:13,['HurricaneIan'],1,1,https://twitter.com/Storyful/status/1575917699691167760,doc_32,"['strong', 'gust', 'wind', 'tropic', 'storm', 'ian', 'blew', 'roof', 'motel', 'daytona', 'beach', 'shore', 'florida']"
1575917671937232898," Western edge of Hurricane Ian in Dayton, OH.

 ",Jay DeBard,2022-09-30 18:37:06,['HurricaneIan'],0,0,https://twitter.com/Jay_DeBard/status/1575917671937232898,doc_33,"['western', 'edg', 'hurrican', 'ian', 'dayton', 'oh']"
1575917642547834881,This is devastating to the South's most historic downtown.   ,Southern Urbanism Quarterly,2022-09-30 18:36:59,"['Charleston', 'HurricaneIan']",1,0,https://twitter.com/Southern_Urbanism_Quarterly/status/1575917642547834881,doc_34,"['devast', 'south', 'histor', 'downtown']"
1575917640962277376,"Safety and wellness check. Fellow Florida friends who were affected and impacted by Hurricane Ian, please like or reply that you’re okay and well! 🙏🏼🙏🏼💨🌊🌀  ",✨Ꮛ𝒎𝒎𝒂 Ꮗ𝒂𝒕𝒔𝒐𝒏.✨,2022-09-30 18:36:59,"['HurricaneIan', 'SouthWestFlorida', 'CentralFlorida']",1,0,https://twitter.com/Ꮛ𝒎𝒎𝒂_Ꮗ𝒂𝒕𝒔𝒐𝒏./status/1575917640962277376,doc_35,"['safeti', 'well', 'check', 'fellow', 'florida', 'friend', 'affect', 'impact', 'hurrican', 'ian', 'pleas', 'like', 'repli', 'your', 'okay', 'well']"
1575917617281658880, Hi Beth. So happy &amp; relieved to see that you finally got to hug your mom! Lots of love &amp; prayers from South Central Louisiana!! Praying that all of you are able to hug your loved ones today!!! 🙏🏻💕  ,Amy S Breaux,2022-09-30 18:36:53,"['HurricaneIan', 'LouisianaPrayingForFlorida']",1,0,https://twitter.com/Amy_S_Breaux/status/1575917617281658880,doc_36,"['hi', 'beth', 'happi', 'amp', 'reliev', 'see', 'final', 'got', 'hug', 'mom', 'lot', 'love', 'amp', 'prayer', 'south', 'central', 'louisiana', 'pray', 'abl', 'hug', 'love', 'one', 'today']"
1575917614194647045,Just venting. Inspired by every conversation with my mother. The disconnect is real.   ,NoLongerEssentialSandtrooper,2022-09-30 18:36:53,"['florida', 'HurricaneIan']",1,0,https://twitter.com/NoLongerEssentialSandtrooper/status/1575917614194647045,doc_37,"['vent', 'inspir', 'everi', 'convers', 'mother', 'disconnect', 'real']"
1575917551267332104,Our power is out ,♊️👩🏾‍💻♊️,2022-09-30 18:36:38,['HurricaneIan'],0,0,https://twitter.com/️️/status/1575917551267332104,doc_38,['power']
1575917512922783744,"I finally have enough of a cell signal after  to see the damage.  It's so crazy.  We're fine, but our trees aren't. ",Jessie,2022-09-30 18:36:28,['HurricaneIan'],0,0,https://twitter.com/Jessie/status/1575917512922783744,doc_39,"['final', 'enough', 'cell', 'signal', 'see', 'damag', 'crazi', 'fine', 'tree', 'arent']"
1575917502554513408," LOVES ❤️  ...

 ",Mom Against Media 1776 ❌🗣,2022-09-30 18:36:26,"['Florida', 'HurricaneIan']",0,0,https://twitter.com/Mom_Against_Media_1776_/status/1575917502554513408,doc_40,['love']
1575917476382056449,"🚨 IMPORTANT: Update regarding  from 

 — The Fall Open House at  has been postponed and will now happen Nov. 5. As the university mentions, families will need to re-register for the event. 

For more information see the tweet below ⬇️. ",STEPP Program,2022-09-30 18:36:20,"['HurricaneIan', 'ECU', 'ICYMI']",0,0,https://twitter.com/STEPP_Program/status/1575917476382056449,doc_41,"['import', 'updat', 'regard', 'fall', 'open', 'hous', 'postpon', 'happen', 'nov', '5', 'univers', 'mention', 'famili', 'need', 'reregist', 'event', 'inform', 'see', 'tweet']"
1575917468996239360,"If you need to be out on the road,  Advisors are here to help with routing assistance. Just push your blue OnStar button and say ""Advisor.""   ",OnStar,2022-09-30 18:36:18,"['OnStar', 'HurricaneIan', 'BeSafeOutThere']",0,0,https://twitter.com/OnStar/status/1575917468996239360,doc_42,"['need', 'road', 'advisor', 'help', 'rout', 'assist', 'push', 'blue', 'onstar', 'button', 'say', 'advisor']"
1575917464793366551,"🚨 DONATIONS NEEDED! We are also accepting monetary donations through our website: 

For additional information on how to make a monetary donation, please get in touch with Debo Ofsowitz at 407-880-4673 ext. 227

   ",Hope CommUnity Ctr,2022-09-30 18:36:17,"['HurricaneIan', 'HopeCommunityCenter', 'StaySafe']",0,0,https://twitter.com/Hope_CommUnity_Ctr/status/1575917464793366551,doc_43,"['donat', 'need', 'also', 'accept', 'monetari', 'donat', 'websit', 'addit', 'inform', 'make', 'monetari', 'donat', 'pleas', 'get', 'touch', 'debo', 'ofsowitz', '4078804673', 'ext', '227']"
